*    Row   *   EventNo * ParticleI *    Energy * Direction * Direction * Direction * Position_ * Position_ * Position_ *  costheta *     theta *       phi *
*     8734 *      8734 *      2112 * 33.537473 * 0.9720629 * -0.213776 * -0.096919 * -438.2977 *       750 * -57.20184 * 0.2137762 * 77.656257 * 354.30614 *
*     8735 *      8735 *      2112 * 0.0001436 * -0.239553 * -0.373469 * -0.896177 * 267.89870 *       750 * 726.32684 * 0.3734690 * 68.070279 * 255.03438 *
*     8736 *      8736 *      2112 * 0.0003131 * -0.028086 * -0.985202 * -0.169075 * -83.35120 *       750 * 382.33907 * 0.9852027 * 9.8688121 * 260.56841 *
*     8737 *      8737 *      2112 * 3.6213782 * 0.0305244 * 0.0044669 * 0.9995240 * -446.1699 *       750 * -526.4716 * -0.004466 * 90.255938 * 88.250789 *
*     8738 *      8738 *      2112 * 0.0001979 * 0.4666418 * -0.878396 * -0.103268 * 528.73493 *       750 * -278.7766 * 0.8783967 * 28.550429 * 347.52142 *
*     8739 *      8739 *      2112 * 0.0016381 * 0.0364437 * -0.999333 * 0.0022268 * -6.498566 *       750 * 507.91172 * 0.9993332 * 2.0924352 * 3.4967095 *
*     8740 *      8740 *      2112 * 0.0309835 * 0.6619304 * -0.743377 * -0.096115 * -316.9542 *       750 * -540.0612 * 0.7433773 * 41.980082 * 351.73811 *
*     8741 *      8741 *      2112 * 139.82816 * -0.091593 * -0.576102 * -0.812229 * 100.38207 *       750 * 676.35796 * 0.5761029 * 54.823090 * 263.56607 *
*     8742 *      8742 *      2112 * 0.0052448 * 0.0083777 * -0.997895 * 0.0643030 * 244.62826 *       750 * 105.12295 * 0.9978952 * 3.7180409 * 82.577017 *
*     8743 *      8743 *      2112 * 0.0017486 * -0.485864 * 0.0937120 * -0.868995 * 93.111559 *       750 * 26.869209 * -0.093712 * 95.377197 * 240.78998 *
*     8744 *      8744 *      2112 * 0.1549756 * 0.2465234 * -0.948803 * -0.197480 * 372.89095 *       750 * -122.2801 * 0.9488033 * 18.413191 * 321.30314 *
*     8745 *      8745 *      2112 * 0.0001058 * 0.6335497 * -0.725378 * -0.269148 * -642.6034 *       750 * 717.73290 * 0.7253781 * 43.499683 * 336.98291 *
*     8746 *      8746 *      2112 * 0.0001390 * 0.1835581 * -0.125538 * -0.974959 * 583.01763 *       750 * 554.62641 * 0.1255382 * 82.788157 * 280.66240 *
*     8747 *      8747 *      2112 * 4.2806815 * -0.345402 * -0.938333 * 0.0150761 * -167.4026 *       750 * -280.5547 * 0.9383335 * 20.226439 * 177.50073 *
*     8748 *      8748 *      2112 * 0.0101831 * 0.3275930 * -0.942542 * -0.065550 * -545.9922 *       750 * 654.72032 * 0.9425422 * 19.517019 * 348.68474 *
*     8749 *      8749 *      2112 * 0.1900083 * -0.631221 * -0.774052 * 0.0490014 * -273.3942 *       750 * -233.9711 * 0.7740527 * 39.280769 * 175.56105 *
*     8750 *      8750 *      2112 * 0.0041438 * -0.133109 * -0.982232 * -0.132288 * -734.5800 *       750 * -725.2066 * 0.9822329 * 10.816579 * 224.82265 *
*     8751 *      8751 *      2112 * 0.0015689 * 0.1187305 * -0.808092 * -0.576966 * -130.4592 *       750 * 268.11237 * 0.8080921 * 36.090049 * 281.62824 *
*     8752 *      8752 *      2112 * 0.0003508 * -0.257593 * -0.927236 * 0.2718046 * -39.02600 *       750 * -79.32220 * 0.9272366 * 21.991927 * 133.46233 *
*     8753 *      8753 *      2112 * 41.906787 * -0.099885 * -0.919164 * -0.380997 * -280.6256 *       750 * -713.7621 * 0.9191648 * 23.195711 * 255.30943 *
*     8754 *      8754 *      2112 * 0.0060196 * 0.0392821 * -0.922869 * 0.3831039 * 699.42057 *       750 *  442.5008 * 0.9228695 * 22.650733 * 84.145556 *
*     8755 *      8755 *      2112 * 0.0001008 * 0.8919714 * -0.029225 * -0.451146 * -501.1472 *       750 * 541.29111 * 0.0292259 * 88.325239 * 333.17038 *
*     8756 *      8756 *      2112 * 0.0001632 * -0.017634 * -0.844805 * 0.5347825 * 704.73164 *       750 * 308.62395 * 0.8448056 * 32.348878 * 91.888637 *
*     8757 *      8757 *      2112 * 787.26255 * -0.128551 * -0.982629 * 0.1338422 * -315.6808 *       750 * -191.0709 * 0.9826295 * 10.694828 * 133.84480 *
*     8758 *      8758 *      2112 * 0.9858946 * 0.0305791 * -0.379120 * -0.924841 * 208.57667 *       750 * -658.7757 * 0.3791206 * 67.720776 * 271.89375 *
*     8759 *      8759 *      2112 * 0.0069932 * 0.0160123 * -0.326354 * 0.9451119 * -74.48337 *       750 * -406.2000 * 0.3263540 * 70.952371 * 89.029369 *
*     8760 *      8760 *      2112 * 0.0001927 * 0.0597933 * -0.732655 * -0.677967 * 228.76083 *       750 * -593.3616 * 0.7326556 * 42.890510 * 275.04015 *
*     8761 *      8761 *      2112 * 0.0010095 * 0.7340247 * -0.411428 * -0.540309 * 662.10980 *       750 * 567.00888 * 0.4114287 * 65.705383 * 323.64353 *
*     8762 *      8762 *      2112 * 0.0010820 * 0.9449791 * 0.2595540 * -0.199113 * 30.239402 *       750 * 122.96642 * -0.259554 *  105.0436 * 348.10145 *
*     8763 *      8763 *      2112 * 0.0007957 * 0.2179776 * -0.781300 * -0.584854 * 680.76646 *       750 * -176.4077 * 0.7813007 * 38.620173 * 290.44063 *
*     8764 *      8764 *      2112 * 0.0063581 * 0.1734388 * -0.978422 * -0.112288 * -716.4484 *       750 * 38.150570 * 0.9784223 * 11.924038 *  327.0801 *
*     8765 *      8765 *      2112 * 21.484242 * 0.0357584 * -0.847567 * -0.529480 * -471.0152 *       750 * 268.55268 * 0.8475678 * 32.051884 * 273.86359 *
*     8766 *      8766 *      2112 * 860.95593 * 0.0446229 * -0.998033 * 0.0440235 * 533.06065 *       750 * 605.71004 * 0.9980334 * 3.5938830 * 44.612603 *
*     8767 *      8767 *      2112 * 0.0002825 * -0.319360 * -0.769452 * -0.553129 * -122.4703 *       750 * 177.08326 * 0.7694520 * 39.695288 * 239.99912 *
*     8768 *      8768 *      2112 * 0.0001147 * 0.0712498 * -0.980823 * -0.181408 * 675.10955 *       750 * -520.3785 * 0.9808232 * 11.238831 * 291.44283 *
*     8769 *      8769 *      2112 * 0.0006424 * 0.7203819 * -0.645542 * -0.253623 * 359.67766 *       750 * 379.56266 * 0.6455425 * 49.793632 * 340.60449 *
*     8770 *      8770 *      2112 * 53.222107 * -0.658296 * -0.395059 * -0.640760 * 264.61077 *       750 * 347.84018 * 0.3950590 * 66.730342 * 224.22659 *
*     8771 *      8771 *      2112 * 0.0003038 * 0.1620525 * -0.957667 * 0.2379326 * 452.05399 *       750 * 348.04979 * 0.9576674 * 16.730879 * 55.741778 *
*     8772 *      8772 *      2112 * 0.0141394 * -0.491779 * -0.106457 * 0.8641870 * 626.16822 *       750 * 138.74049 * 0.1064575 * 83.888849 * 119.64275 *
*     8773 *      8773 *      2112 * 24.196588 * 0.6083236 * -0.700232 * 0.3736538 * 463.05843 *       750 * -51.09816 * 0.7002322 * 45.554360 * 31.559711 *
*     8774 *      8774 *      2112 * 0.0019580 * 0.9696629 * 0.0013357 * 0.2444421 * -31.79041 *       750 * -415.2773 * -0.001335 * 90.076531 * 14.148882 *
*     8775 *      8775 *      2112 * 0.0021694 * 0.0159101 * -0.817585 * -0.575586 * 145.30343 *       750 * 352.14631 * 0.8175858 * 35.156146 * 271.58334 *
*     8776 *      8776 *      2112 * 0.1611709 * -0.472108 * -0.781117 * 0.4086182 * 342.49151 *       750 * -316.8757 * 0.7811176 * 38.636981 * 139.12323 *
*     8777 *      8777 *      2112 * 0.0096525 * -0.169050 * -0.787856 * -0.592203 * 318.58967 *       750 * -167.9567 * 0.7878561 * 38.014386 * 254.06806 *
*     8778 *      8778 *      2112 * 0.0013861 * 0.4394294 * -0.467845 * 0.7668262 * 157.55503 *       750 * 499.34547 * 0.4678453 * 62.105478 * 60.185155 *
*     8779 *      8779 *      2112 * 1.1702138 * 0.5121718 * 0.2530458 * 0.8207604 * 424.86874 *       750 * -314.5961 * -0.253045 * 104.65782 * 58.034966 *
*     8780 *      8780 *      2112 * 0.0016778 * 0.7134768 * 0.3141863 * 0.6262888 * 249.14348 *       750 * -313.7897 * -0.314186 * 108.31169 * 41.276610 *
*     8781 *      8781 *      2112 * 0.0070980 * 0.4787867 * -0.709995 * 0.5164002 * 39.160976 *       750 * 288.60228 * 0.7099958 * 44.765426 * 47.164484 *
*     8782 *      8782 *      2112 * 0.0003372 * 0.0052689 * -0.999986 * -0.000286 * -554.7438 *       750 * 449.86542 * 0.9999860 * 0.3023350 * 356.88791 *
*     8783 *      8783 *      2112 * 0.0001218 * 0.0632002 * -0.987742 * -0.142728 * -362.7433 *       750 * 247.17684 * 0.9877420 * 8.9803068 * 293.88381 *
*     8784 *      8784 *      2112 * 0.0012339 * -0.018014 * -0.999275 * 0.0335335 * -1.214623 *       750 * -343.3172 * 0.9992752 * 2.1815452 * 118.24501 *
*     8785 *      8785 *      2112 * 0.0006170 * -0.066664 * -0.975700 * -0.208719 * 663.56565 *       750 * -274.8066 * 0.9757008 * 12.656575 * 252.28663 *
*     8786 *      8786 *      2112 * 0.0005574 * -0.064787 * -0.969801 * -0.235132 * 333.71162 *       750 * -14.27990 * 0.9698015 * 14.116564 * 254.59514 *
*     8787 *      8787 *      2112 * 0.0001796 * -0.002229 * -0.998304 * 0.0581695 * -694.6734 *       750 * -639.7840 * 0.9983042 *  3.337203 * 92.195361 *
*     8788 *      8788 *      2112 * 0.0003466 * 0.1569145 * -0.983764 * -0.087087 * 326.20514 *       750 * 171.29943 * 0.9837649 * 10.338400 * 330.96965 *
*     8789 *      8789 *      2112 * 0.0005233 * -0.356362 * 0.5810575 * 0.7316949 * 271.32032 *       750 * 212.69917 * -0.581057 * 125.52496 * 115.96782 *
*     8790 *      8790 *      2112 * 0.0002672 * -0.742784 * -0.240786 * -0.624734 * 154.52024 *       750 * -463.2477 * 0.2407866 * 76.067023 * 220.06623 *
*     8791 *      8791 *      2112 * 0.0010406 * 0.1359849 * -0.990211 * 0.0314659 * 358.33133 *       750 * -420.5159 * 0.9902110 * 8.0234289 * 13.028552 *
*     8792 *      8792 *      2112 * 0.0001263 * 0.7816350 * -0.623529 * 0.0160450 * -680.0211 *       750 * 488.03091 * 0.6235295 * 51.425654 * 1.1759747 *
*     8793 *      8793 *      2112 * 0.0333736 * -0.760800 * -0.440051 * -0.477007 * 657.50362 *       750 * -152.7580 * 0.4400514 * 63.892837 * 212.08694 *
*     8794 *      8794 *      2112 * 0.0002682 * 0.5564695 * -0.697758 * 0.4510812 * -459.3990 *       750 * -97.75213 * 0.6977588 * 45.752531 * 39.028660 *
*     8795 *      8795 *      2112 * 0.0002467 * -0.438607 * -0.855511 * 0.2751783 * 223.85739 *       750 * -196.4933 * 0.8555115 * 31.183710 * 147.89624 *
*     8796 *      8796 *      2112 * 0.0003182 * 0.9271455 * 0.0704857 * 0.3680121 * 175.05517 *       750 * -199.2153 * -0.070485 * 94.041886 * 21.649627 *
*     8797 *      8797 *      2112 * 0.0001656 * 0.2171700 * -0.965685 * -0.142439 * -632.2732 *       750 * 444.19640 * 0.9656853 * 15.053149 * 326.73954 *
*     8798 *      8798 *      2112 * 0.0002912 * 0.9151799 * -0.314541 * -0.252010 * -286.9316 *       750 * -410.7516 * 0.3145411 * 71.666883 * 344.60416 *
*     8799 *      8799 *      2112 * 0.0008716 * 0.3037340 * -0.090623 * -0.948437 * 383.76150 *       750 * -349.8445 * 0.0906232 * 84.800535 * 287.75750 *
*     8800 *      8800 *      2112 * 0.0229371 * 0.6102396 * -0.787391 * -0.087304 * 462.26327 *       750 * -134.0753 * 0.7873915 * 38.057583 * 351.85818 *
*     8801 *      8801 *      2112 * 0.0030055 * -0.417870 * -0.869020 * 0.2649283 * 244.56834 *       750 * -30.31745 * 0.8690208 * 29.654947 * 147.62545 *
*     8802 *      8802 *      2112 * 0.0003363 * 0.7495521 * -0.661944 * 0.0012715 * 33.003595 *       750 * -690.4211 * 0.6619441 * 48.551687 * 0.0971992 *
*     8803 *      8803 *      2112 * 0.1230570 * 0.1023161 * -0.994395 * -0.026642 * 264.33844 *       750 * 222.23388 * 0.9943950 * 6.0691085 * 345.40477 *
*     8804 *      8804 *      2112 * 0.0001537 * 0.3028890 * -0.944308 * -0.128607 * -35.60163 *       750 * -234.0015 * 0.9443084 * 19.211828 * 336.99386 *
*     8805 *      8805 *      2112 * 0.0367771 * 0.9841575 * 0.1010538 * -0.145677 * 684.91447 *       750 * -562.8799 * -0.101053 * 95.799859 * 351.58006 *
*     8806 *      8806 *      2112 * 0.0283574 * -0.746316 * -0.642176 * 0.1749918 * 604.73790 *       750 * -117.1976 * 0.6421761 * 50.045719 * 166.80400 *
*     8807 *      8807 *      2112 * 0.2639164 * -0.416270 * -0.908237 * 0.0426953 * 384.71687 *       750 * -421.9761 * 0.9082376 * 24.737064 * 174.14387 *
*     8808 *      8808 *      2112 * 0.0034860 * -0.931482 * 0.2370366 * 0.2759604 * -142.2618 *       750 * -62.60578 * -0.237036 * 103.71170 * 163.49758 *
*     8809 *      8809 *      2112 * 0.0001696 * 0.2101427 * -0.977668 * 0.0019342 * 638.26360 *       750 * -52.95197 * 0.9776688 * 12.131237 * 0.5273537 *
*     8810 *      8810 *      2112 * 0.3668902 * 0.2008759 * -0.901415 * 0.3835355 * -743.7502 *       750 * -680.6883 * 0.9014151 * 25.655285 * 62.356798 *
*     8811 *      8811 *      2112 * 2.2110172 * 0.2567892 * -0.965801 * 0.0358762 * 369.90545 *       750 * -266.1944 * 0.9658013 * 15.027538 * 7.9533525 *
*     8812 *      8812 *      2112 * 0.0012684 * -0.650584 * -0.691437 * -0.314091 * 496.18995 *       750 * 131.68575 * 0.6914376 * 46.255977 * 205.77047 *
*     8813 *      8813 *      2112 * 0.0003090 * 0.2074670 * -0.928415 * 0.3082247 * -227.6072 *       750 * 306.74546 * 0.9284152 * 21.810880 * 56.055377 *
*     8814 *      8814 *      2112 * 0.0001170 * -0.619801 * -0.696632 * 0.3613156 * -632.7556 *       750 * -199.2577 * 0.6966328 * 45.842524 * 149.75978 *
*     8815 *      8815 *      2112 * 0.1757700 * 0.2084396 * -0.977141 * 0.0418123 * 101.39037 *       750 * -706.7903 * 0.9771410 * 12.274292 * 11.342826 *
*     8816 *      8816 *      2112 * 0.0002933 * 0.8619092 * -0.407817 * -0.301326 * 493.69589 *       750 * -713.3434 * 0.4078171 * 65.932212 * 340.73020 *
*     8817 *      8817 *      2112 * 0.0013065 * -0.077615 * -0.853969 * 0.5145014 * -637.7901 *       750 * 356.41290 * 0.8539695 * 31.353914 * 98.578730 *
*     8818 *      8818 *      2112 * 0.0004882 * 0.7753344 * -0.618878 * -0.125881 * -183.4240 *       750 * -153.2405 * 0.6188782 * 51.765736 * 350.77803 *
*     8819 *      8819 *      2112 * 0.0003029 * -0.420352 * -0.532377 * 0.7347638 * 435.69510 *       750 * -432.3442 * 0.5323778 * 57.833742 * 119.77350 *
*     8820 *      8820 *      2112 * 0.0001078 * -0.018223 * -0.670847 * 0.7413715 * 182.03754 *       750 * 466.39621 * 0.6708473 * 47.867502 * 91.408105 *
*     8821 *      8821 *      2112 * 0.0152371 * 0.6664185 * -0.313892 * -0.676282 * 572.42628 *       750 * 216.07669 * 0.3138921 * 71.706050 * 314.57909 *
*     8822 *      8822 *      2112 * 0.0001545 * 0.2185075 * -0.955606 * 0.1976620 * -655.4124 *       750 * -543.1191 * 0.9556066 * 17.136267 * 42.132505 *
*     8823 *      8823 *      2112 * 10.773103 * 0.6952786 * -0.711573 * -0.101243 * -113.6450 *       750 * 304.81354 * 0.7115738 * 44.636891 * 351.71503 *
*     8824 *      8824 *      2112 * 0.0001671 * -0.313544 * -0.939231 * -0.139766 * 221.87152 *       750 * 370.51792 * 0.9392311 * 20.077166 * 204.02550 *
*     8825 *      8825 *      2112 * 0.0002484 * 0.1392015 * -0.672741 * -0.726664 * 474.09979 *       750 * -733.7945 * 0.6727415 * 47.720984 * 280.84433 *
*     8826 *      8826 *      2112 * 0.0204279 * -0.169549 * -0.758001 * -0.629830 * -353.6184 *       750 * -561.3038 * 0.7580013 * 40.711683 * 254.93323 *
*     8827 *      8827 *      2112 * 0.7285220 * -0.034264 * -0.997458 * 0.0624747 * 182.26481 *       750 * 621.78646 * 0.9974581 * 4.0860213 * 118.74269 *
*     8828 *      8828 *      2112 * 0.0001440 * 0.1221833 * -0.989238 * -0.080486 * -285.4043 *       750 * -81.75316 * 0.9892386 * 8.4131994 * 326.62563 *
*     8829 *      8829 *      2112 * 0.0015390 * 0.9056172 * 0.1925740 * 0.3778527 * -276.7011 *       750 * 738.29714 * -0.192574 * 101.10303 * 22.647474 *
*     8830 *      8830 *      2112 * 0.1104020 * 0.6194092 * 0.6319148 * 0.4658495 * 478.91729 *       750 * 642.12854 * -0.631914 * 129.19153 * 36.946344 *
*     8831 *      8831 *      2112 * 0.0013847 * 0.2165120 * -0.739145 * -0.637798 * -399.0334 *       750 * -660.9263 * 0.7391452 * 42.341349 *  288.7507 *
*     8832 *      8832 *      2112 * 0.0092667 * 0.6545077 * -0.587539 * 0.4758335 * -196.2442 *       750 * -655.7967 * 0.5875390 * 54.017436 * 36.017517 *
*     8833 *      8833 *      2112 * 0.0003670 * 0.4576606 * -0.863251 * -0.212941 * -589.3014 *       750 * 488.06940 * 0.8632511 * 30.316395 * 335.04822 *
*     8834 *      8834 *      2112 * 0.0001214 * 0.4808582 * -0.596374 * -0.642738 * 25.743701 *       750 * 506.20272 * 0.5963743 * 53.389328 * 306.80161 *
*     8835 *      8835 *      2112 * 0.0065828 * -0.542306 * -0.636640 * -0.548263 * 722.96003 *       750 * 636.63646 * 0.6366408 * 50.458212 * 225.31294 *
*     8836 *      8836 *      2112 * 0.0002479 * 0.9453225 * -0.324737 * -0.030183 * 537.43227 *       750 * -743.5059 * 0.3247371 * 71.050346 * 358.17121 *
*     8837 *      8837 *      2112 * 0.0039512 * -0.767701 * -0.549244 * 0.3300995 * -665.8365 *       750 * 186.38891 * 0.5492440 * 56.684829 * 156.73305 *
*     8838 *      8838 *      2112 * 0.0004400 * 0.1145313 * -0.978269 * 0.1728344 * -135.2906 *       750 * -170.5343 * 0.9782693 * 11.966413 * 56.468953 *
*     8839 *      8839 *      2112 * 0.0012896 * -0.565429 * -0.778011 * 0.2738393 * 36.426772 *       750 * -475.8511 * 0.7780111 * 38.921161 * 154.15894 *
*     8840 *      8840 *      2112 * 0.0205716 * -0.641528 * -0.766542 * 0.0292122 * 427.45228 *       750 * 198.37468 * 0.7665428 * 39.955554 * 177.39281 *
*     8841 *      8841 *      2112 * 0.0001268 * -0.031324 * -0.996701 * -0.074860 * -246.5200 *       750 * -70.95990 * 0.9967019 * 4.6546478 * 247.29392 *
*     8842 *      8842 *      2112 * 0.0010017 * 0.4642511 * -0.817857 * -0.339969 * 504.90075 *       750 * -480.9686 * 0.8178578 * 35.129075 * 323.78478 *
*     8843 *      8843 *      2112 * 24.609027 * -0.162276 * -0.824092 * 0.5427133 * -243.4788 *       750 * -360.3873 * 0.8240926 * 34.503397 * 106.64716 *
*     8844 *      8844 *      2112 * 46.696200 * 0.0157284 * -0.981789 * -0.189317 * -252.7859 *       750 * -219.0586 * 0.9817899 * 10.951028 * 274.74921 *
*     8845 *      8845 *      2112 * 0.1132076 * -0.391439 * -0.116715 * -0.912771 * -112.3706 *       750 * -195.2428 * 0.1167158 * 83.297394 * 246.78806 *
*     8846 *      8846 *      2112 * 0.0052191 * 0.5272398 * 0.7606968 * -0.378626 * 581.45303 *       750 * -264.2122 * -0.760696 * 139.52567 * 324.31672 *
*     8847 *      8847 *      2112 * 0.0044468 * 0.3846225 * -0.920335 * -0.071046 * -517.0596 *       750 * 286.21023 * 0.9203357 * 23.024789 * 349.53441 *
*     8848 *      8848 *      2112 * 0.0032848 * 0.6198226 * -0.599695 * -0.506147 * -745.0403 *       750 * -530.4617 * 0.5996950 * 53.151940 * 320.76488 *
*     8849 *      8849 *      2112 * 0.0050995 * 0.0456743 * -0.637998 * 0.7686818 * 508.27934 *       750 * 257.14720 * 0.6379984 * 50.357266 * 86.599537 *
*     8850 *      8850 *      2112 * 0.0107693 * -0.502091 * -0.702806 * 0.5039514 * -72.55048 *       750 * -174.9493 * 0.7028067 * 45.347374 * 134.89406 *
*     8851 *      8851 *      2112 * 0.0167825 * -0.903211 * 0.4143156 * -0.112037 * -251.2619 *       750 * -216.0152 * -0.414315 * 114.47623 * 187.07102 *
*     8852 *      8852 *      2112 * 0.0001077 * 0.3328088 * -0.927289 * 0.1713852 * -166.2153 *       750 * 707.34359 * 0.9272892 * 21.983876 * 27.246931 *
*     8853 *      8853 *      2112 * 0.0001595 * 0.3249331 * -0.839482 * 0.4355305 * 420.53732 *       750 * 474.81946 * 0.8394829 * 32.914441 * 53.274749 *
*     8854 *      8854 *      2112 * 0.0002989 * -0.306451 * -0.751602 * 0.5841079 * 147.78546 *       750 * 157.82103 * 0.7516020 * 41.270656 * 117.68365 *
*     8855 *      8855 *      2112 * 0.0003077 * -0.821940 * 0.3797181 * 0.4245332 * 747.67202 *       750 * 649.71819 * -0.379718 * 112.31622 * 152.68358 *
*     8856 *      8856 *      2112 * 0.0328364 * 0.3021675 * -0.922270 * -0.241062 * -301.2335 *       750 * -319.5375 * 0.9222709 * 22.739634 * 321.41792 *
*     8857 *      8857 *      2112 * 0.0073560 * -0.174864 * -0.970428 * -0.166409 * 621.46255 *       750 * 462.35781 * 0.9704280 * 13.968635 * 223.58077 *
*     8858 *      8858 *      2112 * 0.2021879 * -0.370766 * -0.926867 * -0.058726 * -79.50801 *       750 * -670.4870 * 0.9268676 * 22.048305 * 189.00039 *
*     8859 *      8859 *      2112 * 0.0012359 * 0.4227587 * -0.706357 * -0.567744 * -529.0191 *       750 * -77.33543 * 0.7063576 * 45.060670 * 306.67241 *
*     8860 *      8860 *      2112 * 0.0001961 * 0.6481240 * -0.649247 * 0.3980104 * -309.7714 *       750 * 581.92219 * 0.6492479 * 49.515074 * 31.553924 *
*     8861 *      8861 *      2112 * 0.0003641 * 0.1970943 * -0.174614 * 0.9647090 * 591.78369 *       750 * 379.08729 * 0.1746146 * 79.943768 * 78.453124 *
*     8862 *      8862 *      2112 * 0.0001004 * 0.0238337 * -0.995760 * 0.0888427 * -429.8162 *       750 * -605.8395 * 0.9957604 * 5.2777641 *  74.98292 *
*     8863 *      8863 *      2112 * 386.57697 * -0.966961 * -0.001329 * -0.254919 * 746.34578 *       750 * -265.5180 * 0.0013295 * 89.923824 * 194.76881 *
*     8864 *      8864 *      2112 * 0.0039377 * -0.983674 * -0.162300 * -0.077734 * -154.5994 *       750 * -339.6446 * 0.1623000 * 80.659574 * 184.51836 *
*     8865 *      8865 *      2112 * 0.0006820 * -0.806282 * -0.549483 * -0.219036 * 533.26650 *       750 * 155.31312 * 0.5494836 * 56.668404 * 195.19832 *
*     8866 *      8866 *      2112 * 10.261539 * -0.036713 * -0.983782 * 0.1755665 * -14.35963 *       750 * 5.5913457 * 0.9837827 * 10.332722 * 101.81115 *
*     8867 *      8867 *      2112 * 0.4516358 * 0.3456089 * -0.937384 * -0.043185 * 140.68584 *       750 * 50.078666 * 0.9373843 * 20.383163 * 352.87750 *
*     8868 *      8868 *      2112 * 0.0001504 * 0.5642667 * -0.574901 * -0.592529 * 469.92056 *       750 * 253.02444 * 0.5749017 * 54.907250 * 313.60044 *
*     8869 *      8869 *      2112 * 0.2317754 * -0.177285 * -0.902745 * -0.391944 * 664.04332 *       750 * 85.306576 * 0.9027455 * 25.478668 * 245.66172 *
*     8870 *      8870 *      2112 * 0.0004972 * 0.1597544 * -0.981462 * 0.1058763 * -728.0673 *       750 * -689.9105 * 0.9814625 * 11.049332 * 33.534196 *
*     8871 *      8871 *      2112 * 0.0073416 * 0.1033009 * -0.944938 * -0.310514 * 99.425506 *       750 * -630.9099 * 0.9449388 * 19.101754 * 288.40106 *
*     8872 *      8872 *      2112 * 0.0004823 * 0.0919453 * -0.965902 * 0.2420288 * 298.34009 *       750 * -428.1736 * 0.9659027 * 15.005111 * 69.198503 *
*     8873 *      8873 *      2112 * 0.0916502 * 0.1505059 * -0.870215 * 0.4691196 * 19.855179 *       750 * -405.8297 * 0.8702152 * 29.516332 * 72.212386 *
*     8874 *      8874 *      2112 * 0.0005643 * 0.5386989 * -0.730448 * 0.4198189 * -17.31384 *       750 * 621.53328 * 0.7304487 * 43.075968 * 37.930004 *
*     8875 *      8875 *      2112 * 0.0003727 * -0.006821 * -0.999959 * 0.0057899 * 609.27492 *       750 * 473.39371 * 0.9999599 * 0.5126554 * 139.67602 *
*     8876 *      8876 *      2112 * 0.0114799 * -0.948167 * -0.313267 * -0.053313 * 734.74667 *       750 * -340.1154 * 0.3132679 * 71.743719 * 183.21826 *
*     8877 *      8877 *      2112 * 0.0001199 * 0.3760153 * -0.421240 * 0.8253296 * -89.75852 *       750 * -362.8508 * 0.4212404 * 65.087073 * 65.506270 *
*     8878 *      8878 *      2112 * 0.0152955 * -0.358016 * -0.540460 * 0.7613976 * -328.6184 *       750 * 250.76105 * 0.5404609 * 57.284975 * 115.18334 *
*     8879 *      8879 *      2112 * 0.0003441 * 0.3598448 * -0.432889 * 0.8265098 * 22.608435 *       750 * 311.21066 * 0.4328892 * 64.348943 * 66.472713 *
*     8880 *      8880 *      2112 * 0.0584753 * -0.256401 * -0.966496 * 0.0119235 * -48.12596 *       750 * -619.2814 * 0.9664968 * 14.873074 * 177.33747 *
*     8881 *      8881 *      2112 * 0.0003770 * 0.4822154 * -0.535911 * -0.693012 * -194.3761 *       750 * 530.16948 * 0.5359117 * 57.594235 * 304.83114 *
*     8882 *      8882 *      2112 * 0.0001107 * -0.124156 * -0.898286 * -0.421504 * -547.2122 *       750 * 546.25245 * 0.8982868 * 26.066206 * 253.58742 *
*     8883 *      8883 *      2112 * 258.56478 * 0.1133254 * -0.968396 * -0.222184 * 576.81837 *       750 *  604.3523 * 0.9683963 * 14.442980 * 297.02392 *
*     8884 *      8884 *      2112 * 0.0005034 * 0.6272652 * 0.5685095 * -0.532292 * -274.0682 *       750 * -285.4870 * -0.568509 * 124.64635 * 319.68232 *
*     8885 *      8885 *      2112 * 0.3948124 * 0.2792790 * -0.951630 * 0.1280719 * -631.3020 *       750 * 173.59296 * 0.9516305 * 17.893254 * 24.635261 *
*     8886 *      8886 *      2112 * 0.3215707 * -0.595748 * -0.614201 * -0.517531 * 564.50699 *       750 * 719.06471 * 0.6142019 * 52.106046 * 220.98110 *
*     8887 *      8887 *      2112 * 0.0002534 * 0.1586297 * -0.987038 * -0.024302 * 591.13602 *       750 * 283.36850 * 0.9870389 * 9.2347919 * 351.28968 *
*     8888 *      8888 *      2112 * 0.0006280 * -0.140322 * -0.989880 * -0.021101 * -510.0337 *       750 * -333.9562 * 0.9898809 * 8.1578098 * 188.55214 *
*     8889 *      8889 *      2112 * 0.0001473 * 0.7124499 * 0.0994081 * 0.6946460 * -517.4476 *       750 * -20.50395 * -0.099408 * 95.705091 * 44.275077 *
*     8890 *      8890 *      2112 * 0.6021291 * -0.506041 * -0.581893 * -0.636648 * 447.95634 *       750 * 428.52813 * 0.5818932 * 54.416183 * 231.52048 *
*     8891 *      8891 *      2112 * 0.0096246 * 0.4154637 * -0.593552 * -0.689264 * -460.9144 *       750 * -402.4645 * 0.5935526 * 53.590480 * 301.08006 *
*     8892 *      8892 *      2112 * 0.0011480 * 0.2880576 * -0.885744 * -0.363977 * -179.5546 *       750 * 66.566682 * 0.8857444 * 27.656725 * 308.35867 *
