*    Row   *   EventNo * ParticleI *    Energy * Direction * Direction * Direction * Position_ * Position_ * Position_ *  costheta *     theta *       phi *
*     2019 *      2019 *      2112 * 0.0208815 * 0.9474855 * 0.1988926 * -0.250425 * -428.1426 *       750 * -446.5786 * -0.198892 * 101.47221 * 345.19498 *
*     2020 *      2020 *      2112 * 42.209622 * -0.360888 * -0.794117 * -0.489015 * 586.51520 *       750 * 743.88363 * 0.7941178 * 37.427989 * 233.57310 *
*     2021 *      2021 *      2112 * 1.5957397 * 0.2226152 * 0.3007461 * -0.927358 * -693.2515 *       750 * -592.4125 * -0.300746 * 107.50242 * 283.49860 *
*     2022 *      2022 *      2112 * 0.0010462 * 0.2627623 * -0.076834 * -0.961796 * -88.41167 *       750 * -627.7901 * 0.0768347 * 85.593352 * 285.28030 *
*     2023 *      2023 *      2112 * 28.663467 * -0.171830 * -0.918496 * -0.356143 * -678.6780 *       750 * -418.4695 * 0.9184964 * 23.292742 * 244.24385 *
*     2024 *      2024 *      2112 * 0.0001681 * -0.837690 * -0.099481 * 0.5370084 * 528.32238 *       750 * 182.14684 * 0.0994813 * 84.290697 * 147.33776 *
*     2025 *      2025 *      2112 * 0.0016500 * 0.3440860 * -0.583363 * -0.735725 * 367.62029 *       750 * 273.57371 * 0.5833630 * 54.312571 * 295.06466 *
*     2026 *      2026 *      2112 * 0.0002566 * -0.125692 * -0.992059 * -0.004396 * 90.584895 *       750 * -621.3442 * 0.9920595 * 7.2251744 * 182.00334 *
*     2027 *      2027 *      2112 * 0.0046618 * 0.1573549 * -0.982997 * -0.094634 * 183.25480 *       750 * 235.70799 * 0.9829972 * 10.580688 * 328.97687 *
*     2028 *      2028 *      2112 * 324.99071 * -0.018951 * -0.981310 * 0.1914953 * 133.09765 *       750 * -625.7410 * 0.9813105 * 11.094676 * 95.651894 *
*     2029 *      2029 *      2112 * 0.0004126 * -0.415794 * -0.908198 * -0.047861 * 484.14766 *       750 * -117.1047 * 0.9081983 * 24.742446 * 186.56628 *
*     2030 *      2030 *      2112 * 0.0978681 * 0.8849406 * -0.394827 * 0.2469642 * -143.2730 *       750 * -697.9382 * 0.3948274 * 66.744787 * 15.593054 *
*     2031 *      2031 *      2112 * 0.0001236 * 0.1419985 * -0.826120 * 0.5453078 * -102.3508 *       750 * -354.2420 * 0.8261208 * 34.297703 * 75.404280 *
*     2032 *      2032 *      2112 * 0.0008951 * 0.0757282 * -0.860661 * 0.5035154 * -491.3494 *       750 * 201.57990 * 0.8606610 * 30.609114 * 81.446879 *
*     2033 *      2033 *      2112 * 17.038351 * -0.037599 * -0.970051 * 0.2399731 * -732.4600 *       750 * 401.53522 * 0.9700511 * 14.057811 * 98.904793 *
*     2034 *      2034 *      2112 * 0.0001124 * -0.681078 * -0.603597 * -0.414490 * -540.5223 *       750 * -597.5800 * 0.6035973 * 52.872026 * 211.32386 *
*     2035 *      2035 *      2112 * 0.0072001 * -0.308547 * -0.547864 * 0.7775878 * 125.78193 *       750 * -542.6476 * 0.5478644 * 56.779375 * 111.64324 *
*     2036 *      2036 *      2112 * 0.0537863 * -0.007074 * -0.942995 * 0.3327296 * 522.54336 *       750 * 189.22033 * 0.9429957 * 19.439108 * 91.218012 *
*     2037 *      2037 *      2112 * 0.0244891 * 0.7620003 * -0.357907 * -0.539683 * -51.12625 *       750 * -740.5971 * 0.3579072 * 69.028271 * 324.69215 *
*     2038 *      2038 *      2112 * 0.0007201 * -0.078721 * -0.993232 * -0.085390 * -29.19855 *       750 * -558.4394 * 0.9932327 * 6.6694344 * 227.32708 *
*     2039 *      2039 *      2112 * 0.0048339 * 0.2075204 * -0.184196 * -0.960732 * 356.32038 *       750 * 711.72090 * 0.1841967 * 79.385696 * 282.18876 *
*     2040 *      2040 *      2112 * 0.0011364 * -0.180023 * -0.982382 * 0.0501602 * 329.91665 *       750 * 418.61412 * 0.9823825 * 10.770817 * 164.43046 *
*     2041 *      2041 *      2112 * 0.0021865 * -0.280337 * -0.662168 * -0.694942 * -639.6453 *       750 * 696.34222 * 0.6621680 * 48.534570 * 248.03100 *
*     2042 *      2042 *      2112 * 8.6564626 * 0.0816403 * -0.982391 * 0.1680544 * -635.1040 *       750 * -561.6833 * 0.9823912 * 10.768152 * 64.089662 *
*     2043 *      2043 *      2112 * 0.0002900 * 0.6418550 * -0.738442 * -0.206698 * -273.4807 *       750 * 88.000353 * 0.7384427 * 42.401073 * 342.14969 *
*     2044 *      2044 *      2112 * 0.0004220 * 0.2482030 * 0.0309552 * 0.9682133 * 162.70364 *       750 * 11.303728 * -0.030955 * 91.773886 * 75.621757 *
*     2045 *      2045 *      2112 * 0.0010424 * 0.5026727 * 0.2118981 * 0.8381045 * 572.72891 *       750 * 554.25820 * -0.211898 * 102.23361 * 59.045797 *
*     2046 *      2046 *      2112 * 4.6652147 * 0.1001516 * -0.878350 * -0.467408 * -589.6385 *       750 * 341.86430 * 0.8783500 * 28.556031 * 282.09389 *
*     2047 *      2047 *      2112 * 0.0001289 * -0.433216 * -0.673282 * -0.599178 * -700.4089 *       750 * 200.94473 * 0.6732821 * 47.679107 * 234.13237 *
*     2048 *      2048 *      2112 * 1.7440057 * 0.1876865 * -0.759986 * 0.6222493 * 371.12794 *       750 * -34.99067 * 0.7599865 * 40.536988 * 73.215329 *
*     2049 *      2049 *      2112 * 46.214327 * -0.059001 * 0.1451098 * -0.987654 * 471.28260 *       750 * -738.7207 * -0.145109 * 98.343638 * 266.58129 *
*     2050 *      2050 *      2112 * 0.0001577 * 0.4391932 * -0.114447 * 0.8910730 * 613.60035 *       750 * 609.62171 * 0.1144471 * 83.428261 * 63.762173 *
*     2051 *      2051 *      2112 * 0.0215841 * -0.009724 * -0.993150 * 0.1164338 * 720.94484 *       750 * 107.08260 * 0.9931508 * 6.7097178 * 94.774134 *
*     2052 *      2052 *      2112 * 0.1002831 * -0.302160 * -0.951635 * -0.055587 * 697.82745 *       750 * -401.6944 * 0.9516350 * 17.892414 * 190.42399 *
*     2053 *      2053 *      2112 * 0.0004809 * -0.710232 * -0.634949 * 0.3039883 * -603.1419 *       750 * -267.0383 * 0.6349491 * 50.583788 * 156.82848 *
*     2054 *      2054 *      2112 * 0.0088500 * 0.2267572 * -0.882385 * -0.412282 * -387.0060 *       750 * -726.3076 * 0.8823853 * 28.068536 * 298.81097 *
*     2055 *      2055 *      2112 * 0.0002337 * -0.988313 * 0.0228190 * -0.150718 * 702.77059 *       750 * 312.74163 * -0.022819 * 91.307547 * 188.67085 *
*     2056 *      2056 *      2112 * 9.0114867 * -0.710986 * -0.118069 * -0.693223 * 196.87008 *       750 * 514.62757 * 0.1180696 * 83.219289 * 224.27526 *
*     2057 *      2057 *      2112 * 0.0107780 * 0.4586355 * -0.720546 * 0.5200634 * -19.36870 *       750 * -746.4807 * 0.7205466 * 43.900372 * 48.591451 *
*     2058 *      2058 *      2112 * 0.7411665 * 0.9673678 * 0.2265874 * -0.113391 * 696.61881 *       750 * 496.17642 * -0.226587 * 103.09624 * 353.31451 *
*     2059 *      2059 *      2112 * 0.0065538 * -0.057922 * -0.941850 * -0.331002 * 41.634743 *       750 * -684.4988 * 0.9418503 * 19.635337 * 260.07422 *
*     2060 *      2060 *      2112 * 0.0002524 * 0.0173163 * -0.999170 * 0.0368583 * 491.74423 *       750 * 239.35331 * 0.9991704 * 2.3339238 * 64.835555 *
*     2061 *      2061 *      2112 * 0.0853407 * 0.4404492 * -0.888052 * 0.1317831 * 568.96246 *       750 * 149.67737 * 0.8880527 * 27.370436 * 16.657271 *
*     2062 *      2062 *      2112 * 0.1310979 * -0.592873 * -0.728578 * 0.3430369 * -433.9004 *       750 * -10.02631 * 0.7285784 * 43.232650 * 149.94630 *
*     2063 *      2063 *      2112 * 0.8711331 * 0.7126124 * 0.3699313 * -0.596099 * -431.3041 *       750 * 6.3407773 * -0.369931 * 111.71138 * 320.08756 *
*     2064 *      2064 *      2112 * 0.0010509 * 0.2159917 * -0.971706 * 0.0955753 * -610.6767 *       750 * -245.2662 * 0.9717061 * 13.661953 * 23.869173 *
*     2065 *      2065 *      2112 * 0.0347014 * 0.5311536 * -0.596043 * 0.6021688 * 338.32657 *       750 * 65.577449 * 0.5960439 * 53.412912 * 48.585526 *
*     2066 *      2066 *      2112 * 0.1391935 * 0.5639344 * -0.814022 * 0.1390843 * -513.3361 *       750 * -150.1285 * 0.8140229 * 35.509128 * 13.854488 *
*     2067 *      2067 *      2112 * 0.0003370 * -0.055344 * -0.961992 * -0.267407 * 534.63278 *       750 * -483.2806 * 0.9619929 * 15.847279 * 258.30684 *
*     2068 *      2068 *      2112 * 0.0531486 * 0.2306977 * -0.768430 * 0.5969032 * 372.10448 *       750 * 387.85011 * 0.7684303 * 39.786860 * 68.868933 *
*     2069 *      2069 *      2112 * 1.9818667 * 0.0079373 * -0.999963 * 0.0032192 * 368.50154 *       750 * -119.2457 * 0.9999633 * 0.4907644 * 22.076931 *
*     2070 *      2070 *      2112 * 0.0007284 * 0.0418946 * -0.997823 * -0.050916 * 609.53338 *       750 * -740.6376 * 0.9978238 * 3.7806221 * 309.44813 *
*     2071 *      2071 *      2112 * 0.0004210 * -0.237973 * -0.957477 * -0.163113 * -407.3258 *       750 * 38.577145 * 0.9574770 * 16.768729 * 214.42774 *
*     2072 *      2072 *      2112 * 0.0002058 * -0.471518 * -0.871337 * -0.135794 * 183.74341 *       750 * -651.4442 * 0.8713379 * 29.385508 * 196.06611 *
*     2073 *      2073 *      2112 * 0.0026075 * -0.744553 * -0.630359 * -0.219744 * -31.55427 *       750 * -157.8970 * 0.6303591 * 50.923373 * 196.44321 *
*     2074 *      2074 *      2112 * 0.0001459 * -0.901156 * 0.0501019 * -0.430588 * -226.5826 *       750 * -717.5653 * -0.050101 * 92.871830 * 205.53931 *
*     2075 *      2075 *      2112 * 0.0005611 * 0.9058711 * -0.420511 * 0.0506703 * -501.9761 *       750 * -519.9175 * 0.4205114 * 65.133116 * 3.2015308 *
*     2076 *      2076 *      2112 * 170.39328 * -0.289766 * -0.480899 * -0.827508 * -433.2264 *       750 * -645.4418 * 0.4808992 * 61.255848 * 250.70139 *
*     2077 *      2077 *      2112 * 0.0002160 * -0.809517 * 0.1997238 * 0.5520801 * 96.521869 *       750 * -371.4959 * -0.199723 * 101.52081 * 145.70651 *
*     2078 *      2078 *      2112 * 0.0002777 * 0.2092338 * -0.977001 * -0.041093 * -583.1838 *       750 * -10.92242 * 0.9770017 * 12.311772 * 348.88847 *
*     2079 *      2079 *      2112 * 0.0945871 * 0.0443601 * -0.998530 * -0.031144 * 515.43066 *       750 * 681.97072 * 0.9985300 * 3.1070388 * 324.92792 *
*     2080 *      2080 *      2112 * 0.0002411 * -0.463916 * -0.850320 * 0.2484705 * 28.302340 *       750 * 430.52773 * 0.8503200 * 31.753505 * 151.82678 *
*     2081 *      2081 *      2112 * 0.0011223 * 0.0153791 * -0.981470 * -0.190995 * 542.87892 *       750 * 71.102310 * 0.9814703 * 11.046981 * 274.60358 *
*     2082 *      2082 *      2112 * 0.0001267 * -0.553707 * -0.324241 * -0.766991 * 210.43371 *       750 * -457.6264 * 0.3242410 * 71.080400 * 234.17369 *
*     2083 *      2083 *      2112 * 0.0027315 * -0.261621 * -0.964506 * 0.0358005 * -321.0026 *       750 * 269.14427 * 0.9645063 * 15.311086 * 172.20797 *
*     2084 *      2084 *      2112 * 0.0003950 * 0.9183390 * 0.0569955 * 0.3916692 * -577.4560 *       750 * 263.81694 * -0.056995 * 93.267376 * 23.098124 *
*     2085 *      2085 *      2112 * 0.0008475 * 0.0872535 * -0.994496 * -0.057996 * 380.89545 *       750 * -244.9307 * 0.9944964 * 6.0139224 * 326.38847 *
*     2086 *      2086 *      2112 * 0.0140696 * -0.522902 * -0.712394 * 0.4680463 * -6.819075 *       750 * 36.383594 * 0.7123944 * 44.569928 * 138.16848 *
*     2087 *      2087 *      2112 * 0.0075039 * 0.0133528 * -0.997399 * -0.070824 * 202.01036 *       750 * 541.47860 * 0.9973994 * 4.1330139 * 280.67694 *
*     2088 *      2088 *      2112 * 0.0052794 * 0.4790784 * -0.871871 * 0.1016094 * -355.8495 *       750 * -182.0937 * 0.8718711 * 29.323183 * 11.974620 *
*     2089 *      2089 *      2112 * 0.1755923 * -0.845507 * -0.526933 * -0.086361 * -174.8133 *       750 * -324.2583 * 0.5269338 * 58.201481 * 185.83205 *
*     2090 *      2090 *      2112 * 0.0011583 * 0.5617128 * -0.675069 * 0.4782878 * -344.7812 *       750 * 554.28910 * 0.6750698 * 47.540422 * 40.413763 *
*     2091 *      2091 *      2112 * 0.0001106 * 0.8991730 * -0.331161 * 0.2860423 * -291.5850 *       750 * 243.87327 * 0.3311610 * 70.660740 * 17.646758 *
*     2092 *      2092 *      2112 * 0.0001823 * -0.510279 * -0.809518 * -0.290333 * -165.6595 *       750 * -634.6920 * 0.8095189 * 35.951041 * 209.63853 *
*     2093 *      2093 *      2112 * 0.0003526 * 0.5024933 * -0.858107 * -0.105603 * -292.2386 *       750 * -270.2109 * 0.8581073 * 30.895259 * 348.13147 *
*     2094 *      2094 *      2112 * 0.0003114 * 0.3946032 * -0.898469 * 0.1924588 *  666.9672 *       750 * -130.4002 * 0.8984697 * 26.042353 * 25.999764 *
*     2095 *      2095 *      2112 * 0.1022897 * 0.7735104 * -0.562146 * 0.2926983 * 452.18604 *       750 * -565.6382 * 0.5621469 * 55.795594 * 20.726771 *
*     2096 *      2096 *      2112 * 0.0001107 * 0.3076960 * -0.768907 * 0.5604497 * -579.1508 *       750 * -302.2025 * 0.7689078 * 39.744087 * 61.232492 *
*     2097 *      2097 *      2112 * 0.0011849 * -0.362174 * 0.8981334 * 0.2493715 * -690.5123 *       750 * -354.3057 * -0.898133 * 153.91379 * 145.45101 *
*     2098 *      2098 *      2112 * 0.0171448 * 0.8879141 * -0.459618 * -0.018949 * -227.5079 *       750 * -292.2006 * 0.4596188 * 62.637485 * 358.77743 *
*     2099 *      2099 *      2112 * 0.0008052 * 0.0959664 * -0.766995 * -0.634436 * 738.02687 *       750 * 379.16927 * 0.7669950 * 39.915195 * 278.60150 *
*     2100 *      2100 *      2112 * 0.0001729 * 0.0191310 * -0.885172 * 0.4648695 * 475.53648 *       750 * -629.1309 * 0.8851724 * 27.727245 * 87.643404 *
*     2101 *      2101 *      2112 * 0.0025929 * -0.566741 * -0.750732 * -0.339416 * 729.18153 *       750 * 69.788416 * 0.7507329 * 41.346088 * 210.91701 *
*     2102 *      2102 *      2112 * 7.6128315 * -0.056294 * -0.841882 * 0.5367173 * 623.51415 *       750 * 717.98238 * 0.8418820 * 32.660599 * 95.987689 *
*     2103 *      2103 *      2112 * 0.0149148 * -0.123640 * -0.992101 * -0.021139 * 315.81955 *       750 * -392.3716 * 0.9921018 * 7.2058697 * 189.70216 *
*     2104 *      2104 *      2112 * 0.0796554 * 0.7157984 * 0.0162693 * -0.698117 * -286.0473 *       750 * -674.3556 * -0.016269 * 90.932206 * 315.71644 *
*     2105 *      2105 *      2112 * 0.0031399 * -0.185113 * -0.950363 * 0.2500824 * -735.9061 *       750 * 300.76115 * 0.9503639 * 18.127971 * 126.50925 *
*     2106 *      2106 *      2112 * 0.0005711 * 0.9824202 * -0.178131 * -0.055852 * -165.6995 *       750 * -155.0787 * 0.1781317 * 79.739044 * 356.74614 *
*     2107 *      2107 *      2112 * 0.0008298 * -0.401259 * -0.619258 * -0.674914 * -109.5982 *       750 * 95.500791 * 0.6192583 * 51.738006 * 239.26705 *
*     2108 *      2108 *      2112 * 0.0040027 * 0.4789507 * -0.448941 * -0.754358 * -679.6709 *       750 * -183.5764 * 0.4489418 * 63.324187 * 302.41191 *
*     2109 *      2109 *      2112 * 0.0001580 * -0.543556 * -0.748687 * 0.3794919 * -533.5493 *       750 * 582.27491 * 0.7486871 * 41.523216 * 145.07859 *
*     2110 *      2110 *      2112 * 0.0002127 * 0.0808892 * -0.440945 * 0.8938812 * -639.3318 *       750 * 14.166865 * 0.4409458 * 63.835752 * 84.829264 *
*     2111 *      2111 *      2112 * 0.0098812 * -0.012974 * -0.976350 * -0.215801 * 326.49844 *       750 * -423.5897 * 0.9763509 * 12.485447 * 266.55949 *
*     2112 *      2112 *      2112 * 0.0323733 * -0.431542 * -0.865834 * 0.2531821 * 476.28046 *       750 * -313.3460 * 0.8658348 * 30.021824 * 149.60022 *
*     2113 *      2113 *      2112 * 0.0017763 * 0.8071133 * -0.367931 * -0.461729 * 227.41661 *       750 * -17.20237 * 0.3679317 * 68.411883 * 330.22718 *
*     2114 *      2114 *      2112 * 0.0001529 * -0.754970 * -0.633905 * -0.167876 * -453.6692 *       750 * -562.5209 * 0.6339058 * 50.661116 * 192.53639 *
*     2115 *      2115 *      2112 * 0.2962296 * -0.602809 * -0.289954 * -0.743334 * 442.09074 *       750 * -76.38834 * 0.2899540 * 73.144794 * 230.95956 *
*     2116 *      2116 *      2112 * 0.0025191 * 0.4315841 * -0.184178 * 0.8830704 * -225.8485 *       750 * -685.5377 * 0.1841785 * 79.386754 * 63.953794 *
*     2117 *      2117 *      2112 * 0.0005232 * -0.819002 * -0.162472 * -0.550306 * -337.3009 *       750 * 100.84382 * 0.1624720 * 80.649588 * 213.89806 *
*     2118 *      2118 *      2112 * 0.0277443 * 0.7490226 * -0.646561 * 0.1446475 * -553.5453 *       750 * -627.3183 * 0.6465617 * 49.717126 * 10.930127 *
*     2119 *      2119 *      2112 * 0.0005016 * 0.2323007 * -0.934541 * 0.2695698 * -404.9650 *       750 * -683.6258 * 0.9345418 * 20.845748 * 49.247016 *
*     2120 *      2120 *      2112 * 0.0005315 * -0.684523 * -0.686171 * -0.246163 * -74.54723 *       750 * -530.1686 * 0.6861713 * 46.672201 * 199.77924 *
*     2121 *      2121 *      2112 * 0.0001848 * 0.1909239 * -0.396383 * 0.8980135 * -115.2040 *       750 * -186.2173 * 0.3963832 * 66.647730 * 77.997234 *
*     2122 *      2122 *      2112 * 0.0037194 * 0.2564263 * -0.950162 * -0.177303 * 198.39263 *       750 * 384.05816 * 0.9501625 * 18.165019 * 325.33843 *
*     2123 *      2123 *      2112 * 0.0010130 * 0.8372383 * -0.460637 * -0.294695 * -230.5598 *       750 * -14.37174 * 0.4606374 * 62.571753 * 340.60871 *
*     2124 *      2124 *      2112 * 0.6832824 * -0.775198 * -0.166321 * 0.6094297 *  271.3501 *       750 * 58.598987 * 0.1663212 * 80.426003 * 141.82699 *
*     2125 *      2125 *      2112 * 0.0004933 * 0.1738314 * -0.983845 * 0.0427770 * 294.16748 *       750 * -379.1451 * 0.9838459 * 10.312533 * 13.824849 *
*     2126 *      2126 *      2112 * 0.0007974 * 0.1466423 * -0.914330 * -0.377485 * 255.46049 *       750 * 533.39570 * 0.9143306 * 23.889145 * 291.22972 *
*     2127 *      2127 *      2112 * 0.3791248 * -0.666704 * -0.707300 * -0.235012 * 219.92538 *       750 * 344.75316 * 0.7073005 * 44.984295 * 199.41745 *
*     2128 *      2128 *      2112 * 0.0359658 * 0.6983696 * -0.714552 * 0.0411600 * 700.28513 *       750 * -432.3661 * 0.7145528 * 44.393437 * 3.3729632 *
*     2129 *      2129 *      2112 * 0.0001286 * -0.054152 * -0.997307 * -0.049453 * 333.94051 *       750 * -594.6495 * 0.9973073 * 4.2055986 * 222.40329 *
*     2130 *      2130 *      2112 * 0.0007874 * 0.2377676 * -0.459571 * 0.8557220 * 337.34757 *       750 * 506.22793 * 0.4595718 * 62.640516 * 74.471722 *
*     2131 *      2131 *      2112 * 0.0006437 * 0.3167938 * -0.944840 * 0.0831721 * 496.21820 *       750 * -421.7101 * 0.9448407 * 19.118928 * 14.710642 *
*     2132 *      2132 *      2112 * 0.0008125 * -0.400567 * -0.824052 * 0.4006044 * 724.59436 *       750 *  619.7511 * 0.8240521 * 34.507487 * 134.99733 *
*     2133 *      2133 *      2112 * 0.0011628 * 0.5433658 * -0.458247 * -0.703393 * 516.07476 *       750 * -610.8995 * 0.4582471 * 62.725940 * 307.68578 *
*     2134 *      2134 *      2112 * 0.0109325 * 0.4672379 * -0.430709 * 0.7721255 * 684.51171 *       750 * 624.81756 * 0.4307096 * 64.487397 * 58.820523 *
*     2135 *      2135 *      2112 * 35.177023 * 0.2023278 * -0.978936 * 0.0273108 * -192.4981 *       750 * -3.331174 * 0.9789369 * 11.780495 * 7.6874880 *
*     2136 *      2136 *      2112 * 0.0001303 * 0.1599626 * -0.957309 * -0.240770 * -631.5491 *       750 * -587.8610 * 0.9573094 * 16.801992 * 303.59916 *
*     2137 *      2137 *      2112 * 0.0002131 * 0.2016424 * -0.941542 * -0.269886 * -269.5936 *       750 * -70.69085 * 0.9415422 * 19.687816 * 306.76483 *
*     2138 *      2138 *      2112 * 0.1517613 * 0.4857160 * -0.864987 * -0.126005 * -311.7672 *       750 * -647.4594 * 0.8649870 * 30.118771 * 345.45683 *
*     2139 *      2139 *      2112 * 0.0014498 * 0.4717625 * -0.769577 * -0.430337 * 563.17129 *       750 * 676.67302 * 0.7695773 * 39.684046 * 317.62917 *
*     2140 *      2140 *      2112 * 5.1656421 * 0.4335844 * -0.334494 * -0.836730 * 229.88618 *       750 * -57.66411 * 0.3344949 * 70.458170 * 297.39269 *
*     2141 *      2141 *      2112 * 0.0003816 * -0.022471 * -0.993315 * -0.113223 * 358.95582 *       750 * 108.55846 * 0.9933154 * 6.6285243 * 258.77416 *
*     2142 *      2142 *      2112 * 0.0322594 * -0.924489 * -0.201965 * 0.3233086 * -102.5178 *       750 * -103.2346 * 0.2019659 * 78.348055 * 160.72446 *
*     2143 *      2143 *      2112 * 0.0006803 * -0.181734 * -0.921506 * -0.343217 * 744.38554 *       750 * -334.6154 * 0.9215064 * 22.852689 * 242.09864 *
*     2144 *      2144 *      2112 * 2.5093947 * -0.062047 * -0.656120 * -0.752100 * 50.265931 *       750 * -738.0421 * 0.6561208 * 48.995308 * 265.28382 *
